time,HA_open,HA_high,HA_low,HA_close,trendline,atr_condition,trade_signal
0,58880.9,58977.6,58758.6,58874.5,58874.5,False,0
1,58877.7,58877.7,58603.4,58715.45,58874.5,False,0
2,58796.575,58796.575,58555.8,58621.2,58874.5,False,0
3,58708.8875,58708.8875,58540.8,58612.5,58874.5,False,0
4,58660.69375,58930.2,58625.4,58784.7,58874.5,False,0
5,58722.696874999994,59047.2,58722.696874999994,58964.5,58874.5,False,0
6,58843.5984375,59077.8,58843.5984375,59022.05,58874.5,False,0
7,58932.82421875,59048.6,58932.82421875,59004.05,58874.5,False,0
8,58968.437109375,59000.0,58885.0,58951.3,58874.5,False,0
9,58959.868554687506,59043.8,58929.0,58980.35,58874.5,False,0
10,58970.109277343756,59029.8,58910.4,58977.45,58874.5,False,0
11,58973.77963867188,59045.0,58923.0,58992.5,58874.5,False,0
12,58983.139819335935,59125.0,58983.139819335935,59073.7,58874.5,False,0
13,59028.419909667966,59122.2,59028.419909667966,59094.9,58874.5,False,0
14,59061.65995483399,59100.0,58999.0,59044.55,58874.5,False,0
15,59053.104977416995,59086.0,59000.0,59046.4,58874.5,False,0
16,59049.7524887085,59092.2,59028.0,59066.350000000006,58874.5,False,0
17,59058.051244354254,59060.6,58820.0,58945.450000000004,58874.5,False,0
18,59001.75062217713,59001.75062217713,58810.0,58852.55,58874.5,True,-1
19,58927.15031108857,58927.15031108857,58757.2,58825.0,58874.5,True,0
20,58876.075155544284,58876.075155544284,58782.2,58811.5,58874.5,False,0
21,58843.78757777214,58930.0,58799.6,58859.95,58874.5,False,0
22,58851.86878888607,58996.0,58850.2,58914.0,58874.5,False,0
23,58882.93439444304,58932.6,58867.6,58908.15,58874.5,False,0
24,58895.54219722152,59026.2,58895.54219722152,58967.75,58874.5,False,0
25,58931.646098610756,59021.8,58931.646098610756,58983.299999999996,58874.5,False,0
26,58957.47304930538,59010.0,58950.0,58981.85,58874.5,False,0
27,58969.66152465269,59055.0,58969.66152465269,59012.55,58874.5,False,0
28,58991.10576232635,59071.6,58991.10576232635,59044.2,58874.5,False,0
29,59017.65288116317,59199.0,59017.65288116317,59131.95,58874.5,False,0
30,59074.801440581585,59200.0,59074.801440581585,59150.75,58874.5,False,0
31,59112.775720290796,59114.2,59010.0,59063.05,58874.5,False,0
32,59087.9128601454,59093.4,59001.0,59038.05,58874.5,False,0
33,59062.9814300727,59136.2,59030.0,59073.8,58874.5,False,0
34,59068.39071503635,59131.6,59068.39071503635,59106.200000000004,58874.5,False,0
35,59087.295357518175,59150.0,59087.295357518175,59124.6,58874.5,False,0
36,59105.94767875908,59139.8,59042.0,59088.7,58874.5,False,0
37,59097.32383937954,59166.8,59048.0,59108.549999999996,58874.5,False,0
38,59102.93691968977,59174.6,59066.0,59116.5,58874.5,False,0
39,59109.71845984488,59109.8,59025.0,59066.75,58874.5,False,0
40,59088.23422992244,59088.23422992244,59015.0,59057.8,58874.5,False,0
41,59073.01711496122,59095.4,59037.4,59066.600000000006,58874.5,False,0
42,59069.80855748062,59079.8,58975.0,59025.05,58874.5,False,0
43,59047.42927874031,59130.2,58975.0,59053.350000000006,58874.5,False,0
44,59050.38963937016,59140.0,59050.38963937016,59117.45,58874.5,False,0
45,59083.91981968508,59129.8,59063.0,59098.75,58874.5,False,0
46,59091.33490984254,59139.0,59069.4,59100.850000000006,58874.5,False,0
47,59096.09245492127,59128.2,59051.8,59098.9,58874.5,False,0
48,59097.49622746064,59134.0,59075.2,59106.2,58874.5,False,0
49,59101.84811373032,59149.8,59088.8,59121.15,58874.5,False,0
50,59111.499056865156,59200.0,59097.0,59153.5,58874.5,False,0
51,59132.49952843258,59200.0,59132.49952843258,59167.1,58874.5,False,0
52,59149.79976421629,59149.8,59006.2,59079.299999999996,58874.5,False,0
53,59114.54988210814,59115.0,59008.0,59053.3,58874.5,False,0
54,59083.92494105407,59118.6,59053.8,59085.15000000001,58874.5,False,0
55,59084.53747052704,59126.2,59066.4,59099.45,58874.5,False,0
56,59091.99373526352,59136.6,59071.0,59099.600000000006,58874.5,False,0
57,59095.79686763176,59115.8,59040.2,59081.75,58874.5,False,0
58,59088.77343381588,59099.8,59022.2,59066.200000000004,58874.5,False,0
59,59077.48671690794,59146.0,59077.0,59105.6,58874.5,False,0
60,59091.54335845397,59134.4,59070.2,59109.99999999999,58874.5,False,0
61,59100.77167922698,59147.6,59074.2,59113.5,58874.5,False,0
62,59107.13583961349,59131.6,59074.2,59108.5,58874.5,False,0
63,59107.817919806745,59168.0,59087.6,59135.149999999994,58874.5,False,0
64,59121.48395990337,59237.4,59121.48395990337,59191.25,58874.5,False,0
65,59156.36697995169,59289.6,59156.36697995169,59257.55,58874.5,False,0
66,59206.95848997585,59351.2,59206.95848997585,59310.05,58874.5,True,0
67,59258.504244987926,59465.8,59258.504244987926,59403.95,58874.5,True,0
68,59331.22712249396,59474.8,59331.22712249396,59441.5,58874.5,True,0
69,59386.36356124698,59482.4,59383.2,59449.399999999994,58874.5,True,0
70,59417.88178062349,59536.8,59417.88178062349,59490.15,58874.5,True,0
71,59454.01589031174,59574.6,59454.01589031174,59542.8,58874.5,True,0
72,59498.40794515587,59760.0,59498.40794515587,59656.05,58874.5,True,0
73,59577.22897257794,59770.6,59577.22897257794,59739.5,58874.5,True,0
74,59658.36448628897,59771.0,59635.2,59706.8,58874.5,True,0
75,59682.58224314448,60238.6,59682.58224314448,60109.75,58874.5,True,0
76,59896.16612157224,60274.8,59896.16612157224,60224.1,58874.5,True,0
77,60060.13306078612,60255.8,60060.13306078612,60222.15,58874.5,True,0
78,60141.141530393055,60288.6,60141.141530393055,60209.600000000006,58874.5,True,0
79,60175.37076519653,60184.8,60127.6,60166.4,58874.5,True,0
80,60170.885382598266,60214.2,60130.6,60167.45,58874.5,True,0
81,60169.16769129913,60180.0,60129.4,60150.35,58874.5,True,0
82,60159.758845649565,60181.0,60110.0,60152.55,58874.5,True,0
83,60156.15442282478,60159.0,60100.0,60141.7,58874.5,False,0
84,60148.92721141239,60216.0,60148.92721141239,60185.75,58874.5,False,0
85,60167.338605706194,60176.6,60083.0,60125.3,58874.5,False,0
86,60146.319302853095,60146.319302853095,60090.0,60104.65,58874.5,False,0
87,60125.48465142655,60149.2,60065.0,60117.45,58874.5,False,0
88,60121.467325713274,60181.4,60121.467325713274,60152.75,58874.5,False,0
89,60137.10866285664,60151.0,60137.10866285664,60143.75,58874.5,False,0
90,60140.42933142832,60143.6,60051.0,60112.5,58874.5,False,0
91,60126.46466571416,60200.0,60092.6,60151.1,58874.5,False,0
92,60138.78233285708,60202.0,60138.78233285708,60183.95,58874.5,False,0
93,60161.36616642854,60175.2,60150.0,60162.35,58874.5,False,0
94,60161.85808321427,60250.0,60150.0,60200.0,58874.5,False,0
95,60180.92904160713,60242.0,60180.92904160713,60231.399999999994,58874.5,False,0
96,60206.16452080356,60250.0,60192.2,60228.25,58874.5,False,0
97,60217.20726040178,60261.2,60217.20726040178,60246.899999999994,58874.5,False,0
98,60232.053630200884,60238.2,60210.0,60224.1,58874.5,False,0
99,60228.076815100445,60266.0,60210.0,60236.5,58874.5,False,0
100,60232.28840755022,60327.0,60232.28840755022,60291.600000000006,58874.5,False,0
101,60261.944203775114,60351.0,60261.944203775114,60318.0,58874.5,False,0
102,60289.97210188756,60322.4,60289.0,60303.75,60289.0,False,0
103,60296.86105094378,60301.0,60253.6,60279.4,60289.0,False,0
104,60288.13052547189,60288.13052547189,60206.2,60232.25,60289.0,False,0
105,60260.190262735945,60269.0,60200.0,60232.8,60289.0,False,0
106,60246.49513136798,60256.0,60246.49513136798,60253.5,60289.0,False,0
107,60249.99756568399,60251.0,60202.0,60227.75,60289.0,False,0
108,60238.873782842,60238.873782842,60207.0,60207.0,60289.0,False,0
109,60222.936891421,60256.0,60200.0,60215.75,60289.0,False,0
110,60219.3434457105,60219.3434457105,60174.0,60193.2,60289.0,False,0
111,60206.27172285525,60206.27172285525,60155.4,60177.4,60289.0,False,0
112,60191.83586142762,60195.0,60140.0,60157.6,60289.0,False,0
113,60174.717930713814,60174.717930713814,60134.0,60143.5,60289.0,False,0
114,60159.10896535691,60169.8,60134.0,60151.899999999994,60289.0,False,0
115,60155.50448267845,60192.0,60155.50448267845,60176.25,60289.0,False,0
116,60165.87724133923,60200.0,60150.0,60180.9,60289.0,False,0
117,60173.38862066962,60213.8,60155.0,60180.95,60289.0,False,0
118,60177.16931033481,60177.16931033481,60155.0,60155.0,60289.0,False,0
119,60166.084655167404,60168.0,60150.0,60155.75,60289.0,False,0
120,60160.9173275837,60165.0,60115.0,60148.2,60289.0,False,0
121,60154.558663791846,60170.0,60145.0,60159.5,60289.0,False,0
122,60157.02933189592,60190.6,60157.02933189592,60175.4,60289.0,False,0
123,60166.21466594796,60222.0,60166.21466594796,60205.65,60289.0,False,0
124,60185.932332973985,60220.0,60038.2,60132.950000000004,60289.0,True,0
125,60159.441166487,60159.441166487,60053.6,60067.9,60289.0,True,0
126,60113.6705832435,60113.6705832435,60002.6,60038.15,60289.0,True,0
127,60075.91029162175,60075.91029162175,59960.0,59996.65,60289.0,True,0
128,60036.28014581087,60036.28014581087,59975.0,59992.35,60289.0,True,0
129,60014.31507290543,60014.31507290543,59940.0,59970.05,60289.0,True,0
130,59992.18253645272,60016.0,59940.0,59978.7,60289.0,True,0
131,59985.44126822636,60025.0,59985.44126822636,60005.4,60289.0,True,0
132,59995.42063411318,60025.0,59992.0,60015.85,60289.0,True,0
133,60005.635317056585,60021.4,59981.6,60006.1,60289.0,False,0
134,60005.867658528296,60023.0,59955.2,59983.350000000006,60289.0,False,0
135,59994.60882926415,59994.60882926415,59956.2,59965.45,60289.0,False,0
136,59980.029414632074,59980.029414632074,59925.0,59953.25,59980.029414632074,False,0
137,59966.63970731603,60025.0,59966.63970731603,60007.149999999994,59980.029414632074,False,0
138,59986.894853658014,60072.0,59986.894853658014,60040.8,59980.029414632074,False,0
139,60013.84742682901,60057.6,60010.0,60042.700000000004,59980.029414632074,False,0
140,60028.273713414506,60092.0,60028.273713414506,60074.8,59980.029414632074,False,0
141,60051.53685670726,60135.0,60051.53685670726,60113.5,59980.029414632074,True,0
142,60082.51842835363,60210.0,60082.51842835363,60172.0,59980.029414632074,True,0
143,60127.25921417681,60250.0,60127.25921417681,60229.5,59980.029414632074,True,0
144,60178.379607088405,60260.0,60178.379607088405,60242.7,59980.029414632074,True,0
145,60210.539803544205,60260.0,60210.539803544205,60242.350000000006,59980.029414632074,True,0
146,60226.444901772105,60250.0,60212.2,60231.8,59980.029414632074,True,0
147,60229.122450886054,60260.0,60215.0,60231.4,59980.029414632074,False,0
148,60230.26122544303,60252.2,60218.0,60230.95,59980.029414632074,False,0
149,60230.60561272151,60244.8,60216.8,60230.95,59980.029414632074,False,0
150,60230.777806360755,60230.777806360755,60094.8,60145.0,59980.029414632074,True,0
151,60187.88890318038,60187.88890318038,60092.0,60128.95,59980.029414632074,True,0
152,60158.41945159019,60188.4,60133.8,60151.8,59980.029414632074,True,0
153,60155.1097257951,60155.1097257951,60122.6,60131.700000000004,59980.029414632074,False,0
154,60143.40486289755,60148.6,60100.0,60124.05,59980.029414632074,False,0
155,60133.72743144877,60195.8,60125.0,60148.95,59980.029414632074,False,0
156,60141.338715724385,60245.8,60141.338715724385,60191.799999999996,59980.029414632074,True,0
157,60166.56935786219,60278.8,60129.0,60189.55,59980.029414632074,True,0
158,60178.059678931095,60178.059678931095,60100.0,60133.3,59980.029414632074,True,0
159,60155.67983946555,60189.2,60107.4,60159.34999999999,59980.029414632074,True,0
160,60157.51491973277,60200.4,60157.51491973277,60188.4,59980.029414632074,True,0
161,60172.95745986639,60234.8,60172.4,60207.9,59980.029414632074,True,0
162,60190.42872993319,60269.0,60190.42872993319,60243.399999999994,59980.029414632074,True,0
163,60216.91436496659,60262.2,60195.2,60241.799999999996,59980.029414632074,True,0
164,60229.35718248329,60247.6,60224.2,60236.45,59980.029414632074,False,0
165,60232.903591241644,60241.0,60210.6,60225.8,59980.029414632074,False,0
166,60229.35179562082,60255.0,60200.0,60224.0,59980.029414632074,False,0
167,60226.67589781041,60226.67589781041,60171.2,60204.85,59980.029414632074,False,0
168,60215.762948905205,60226.6,60215.762948905205,60225.3,59980.029414632074,False,0
169,60220.531474452604,60305.0,60220.531474452604,60264.5,59980.029414632074,False,0
170,60242.515737226306,60330.0,60242.515737226306,60309.15,59980.029414632074,False,0
171,60275.83286861316,60324.0,60275.83286861316,60306.4,59980.029414632074,False,0
172,60291.116434306576,60325.4,60290.0,60307.75,59980.029414632074,False,0
173,60299.43321715329,60384.2,60299.43321715329,60336.35,59980.029414632074,False,0
174,60317.89160857664,60400.0,60317.89160857664,60382.05,59980.029414632074,False,0
175,60349.97080428832,60405.0,60349.97080428832,60383.450000000004,59980.029414632074,False,0
176,60366.71040214416,60399.6,60346.8,60384.15,59980.029414632074,False,0
177,60375.430201072086,60447.0,60375.430201072086,60401.9,59980.029414632074,False,0
178,60388.66510053605,60388.66510053605,60335.2,60360.100000000006,59980.029414632074,False,0
179,60374.38255026803,60374.8,60335.0,60352.75,59980.029414632074,False,0
180,60363.56627513401,60370.4,60330.0,60359.25,59980.029414632074,False,0
181,60361.40813756701,60376.2,60330.0,60351.65,59980.029414632074,False,0
182,60356.52906878351,60356.52906878351,60310.0,60325.0,59980.029414632074,False,0
183,60340.764534391754,60352.2,60321.0,60336.55,59980.029414632074,False,0
184,60338.65726719588,60390.8,60338.65726719588,60371.399999999994,59980.029414632074,False,0
185,60355.02863359793,60391.0,60347.6,60369.25,59980.029414632074,False,0
186,60362.139316798966,60396.0,60347.6,60365.75,59980.029414632074,False,0
187,60363.94465839949,60428.6,60363.94465839949,60400.200000000004,59980.029414632074,False,0
188,60382.07232919974,60428.6,60382.07232919974,60424.3,59980.029414632074,False,0
189,60403.18616459987,60468.6,60403.18616459987,60441.5,59980.029414632074,False,0
190,60422.343082299936,60457.4,60422.343082299936,60443.7,59980.029414632074,False,0
191,60433.02154114997,60433.02154114997,60401.0,60415.5,59980.029414632074,False,0
192,60424.26077057498,60425.0,60401.0,60410.35,59980.029414632074,False,0
193,60417.30538528749,60490.0,60414.4,60449.95,59980.029414632074,False,0
194,60433.62769264374,60505.0,60433.62769264374,60498.65,59980.029414632074,False,0
195,60466.138846321875,60521.4,60466.138846321875,60503.7,59980.029414632074,False,0
196,60484.919423160936,60565.0,60484.919423160936,60536.25,59980.029414632074,True,0
197,60510.584711580465,60558.2,60510.584711580465,60536.35,59980.029414632074,True,0
198,60523.46735579023,60529.0,60422.0,60475.5,59980.029414632074,True,0
199,60499.483677895114,60499.483677895114,60422.0,60447.45,59980.029414632074,True,0
200,60473.466838947556,60476.2,60421.0,60445.15,59980.029414632074,True,0
201,60459.308419473775,60540.8,60421.0,60480.649999999994,59980.029414632074,True,0
202,60469.979209736885,60540.0,60469.979209736885,60534.35,59980.029414632074,True,0
203,60502.16460486844,60536.6,60502.16460486844,60528.5,59980.029414632074,True,0
204,60515.332302434224,60571.0,60515.332302434224,60544.6,59980.029414632074,True,0
205,60529.966151217115,60566.6,60529.966151217115,60551.95,59980.029414632074,True,0
206,60540.958075608556,60560.2,60540.0,60550.399999999994,59980.029414632074,False,0
207,60545.67903780428,60560.2,60540.2,60554.799999999996,59980.029414632074,False,0
208,60550.23951890213,60558.6,60464.6,60513.049999999996,59980.029414632074,False,0
209,60531.64475945107,60531.64475945107,60464.2,60498.649999999994,59980.029414632074,False,0
210,60515.14737972553,60554.8,60515.14737972553,60531.55,59980.029414632074,False,0
211,60523.34868986277,60529.0,60512.0,60520.75,59980.029414632074,False,0
212,60522.04934493138,60576.6,60522.04934493138,60548.25,59980.029414632074,False,0
213,60535.14967246569,60588.0,60535.14967246569,60571.4,59980.029414632074,False,0
214,60553.27483623284,60599.0,60552.0,60582.75,59980.029414632074,False,0
215,60568.01241811642,60598.8,60566.2,60583.35,59980.029414632074,False,0
216,60575.68120905821,60624.8,60574.6,60600.65000000001,59980.029414632074,False,0
217,60588.16560452911,60624.8,60581.0,60602.9,60581.0,False,0
218,60595.532802264555,60595.532802264555,60545.6,60565.3,60581.0,False,0
219,60580.41640113228,60580.41640113228,60532.0,60547.3,60581.0,False,0
220,60563.858200566145,60567.2,60480.0,60522.8,60581.0,False,0
221,60543.329100283074,60543.329100283074,60492.6,60513.8,60581.0,False,0
222,60528.56455014154,60588.0,60528.56455014154,60550.15,60581.0,True,0
223,60539.35727507077,60599.0,60539.35727507077,60575.35,60581.0,True,0
224,60557.35363753539,60606.0,60557.35363753539,60595.35,60581.0,True,1
225,60576.3518187677,60576.3518187677,60267.4,60345.35,60581.0,True,-1
226,60460.85090938385,60460.85090938385,60262.0,60306.5,60581.0,True,0
227,60383.675454691926,60383.675454691926,60255.0,60272.25,60581.0,True,0
228,60327.96272734596,60327.96272734596,60224.4,60257.5,60581.0,True,0
229,60292.73136367298,60350.0,60270.8,60305.5,60350.0,True,0
230,60299.11568183649,60348.4,60299.11568183649,60327.59999999999,60350.0,True,0
231,60313.35784091824,60390.6,60313.35784091824,60363.6,60350.0,True,1
232,60338.47892045912,60477.2,60338.47892045912,60427.99999999999,60350.0,True,0
233,60383.23946022955,60472.4,60383.23946022955,60451.35,60350.0,True,0
234,60417.29473011478,60479.4,60417.29473011478,60441.15,60350.0,True,0
235,60429.22236505739,60429.22236505739,60383.2,60407.9,60350.0,True,0
236,60418.56118252869,60500.0,60403.6,60451.8,60350.0,True,0
237,60435.18059126435,60509.0,60435.18059126435,60497.75,60350.0,True,0
238,60466.46529563217,60485.0,60422.0,60454.35,60350.0,True,0
239,60460.407647816086,60460.407647816086,60394.0,60412.25,60350.0,True,0
240,60436.32882390804,60458.8,60399.6,60429.2,60350.0,False,0
241,60432.76441195402,60458.8,60420.0,60442.05,60350.0,False,0
242,60437.40720597701,60453.8,60430.6,60439.7,60350.0,False,0
243,60438.553602988504,60458.0,60438.553602988504,60450.9,60350.0,False,0
244,60444.72680149425,60458.0,60444.72680149425,60458.0,60350.0,False,0
245,60451.36340074713,60482.2,60448.0,60467.55,60350.0,False,0
246,60459.456700373565,60488.0,60459.456700373565,60484.5,60350.0,False,0
247,60471.97835018678,60488.0,60420.0,60454.0,60350.0,False,0
248,60462.98917509339,60462.98917509339,60370.0,60400.0,60350.0,False,0
249,60431.494587546695,60431.494587546695,60330.6,60360.3,60350.0,False,0
250,60395.89729377335,60400.4,60330.6,60364.15,60350.0,False,0
251,60380.02364688668,60449.8,60380.02364688668,60410.75,60350.0,False,0
252,60395.38682344334,60425.2,60368.4,60391.0,60350.0,False,0
253,60393.19341172167,60393.19341172167,60368.4,60376.7,60350.0,False,0
254,60384.946705860835,60400.0,60384.946705860835,60392.5,60350.0,False,0
255,60388.72335293042,60400.0,60351.0,60375.5,60350.0,False,0
256,60382.11167646521,60400.0,60351.0,60375.5,60350.0,False,0
257,60378.805838232605,60418.6,60325.0,60367.15,60350.0,False,0
258,60372.9779191163,60372.9779191163,60325.0,60340.7,60350.0,False,0
259,60356.838959558154,60382.4,60352.4,60367.4,60350.0,False,0
260,60362.11947977908,60400.0,60362.11947977908,60391.2,60350.0,False,0
261,60376.65973988954,60432.8,60376.65973988954,60415.7,60350.0,False,0
262,60396.17986994477,60445.0,60396.17986994477,60432.5,60350.0,False,0
263,60414.339934972384,60445.0,60411.6,60427.55,60350.0,False,0
264,60420.9449674862,60420.9449674862,60411.6,60411.6,60350.0,False,0
265,60416.2724837431,60416.2724837431,60380.0,60402.05,60350.0,False,0
266,60409.16124187155,60409.16124187155,60381.0,60393.0,60350.0,False,0
267,60401.080620935776,60401.080620935776,60381.0,60381.0,60350.0,False,0
268,60391.040310467884,60391.040310467884,60381.0,60381.0,60350.0,False,0
269,60386.02015523394,60386.02015523394,60366.6,60373.8,60350.0,False,0
270,60379.91007761697,60379.91007761697,60366.0,60366.3,60350.0,False,0
271,60373.105038808484,60373.105038808484,60264.6,60315.3,60350.0,False,0
272,60344.20251940424,60344.20251940424,60251.0,60266.7,60350.0,False,0
273,60305.451259702124,60305.451259702124,60130.0,60205.0,60350.0,True,0
274,60255.22562985106,60255.22562985106,60152.2,60187.45,60350.0,True,0
275,60221.33781492553,60221.33781492553,60160.0,60175.85,60350.0,True,0
276,60198.59390746277,60205.0,60160.0,60182.5,60205.0,True,0
277,60190.546953731384,60315.0,60190.546953731384,60259.85,60205.0,True,1
278,60225.19847686569,60365.0,60225.19847686569,60332.450000000004,60205.0,True,0
279,60278.82423843285,60373.0,60278.82423843285,60333.4,60205.0,True,0
280,60306.11211921643,60395.6,60304.0,60349.8,60205.0,True,0
281,60327.956059608216,60400.0,60327.956059608216,60386.65,60205.0,True,0
282,60357.30302980411,60389.8,60357.30302980411,60376.149999999994,60205.0,True,0
283,60366.72651490205,60417.0,60366.72651490205,60389.5,60205.0,True,0
284,60378.11325745103,60412.0,60375.4,60396.85,60205.0,True,0
285,60387.48162872551,60410.0,60371.0,60394.7,60205.0,False,0
286,60391.09081436275,60409.8,60389.2,60401.149999999994,60205.0,False,0
287,60396.12040718137,60396.12040718137,60355.8,60375.8,60205.0,False,0
288,60385.96020359069,60385.96020359069,60347.2,60351.5,60205.0,False,0
289,60368.73010179534,60391.8,60340.0,60367.7,60205.0,False,0
290,60368.21505089767,60391.8,60300.0,60347.15,60205.0,False,0
291,60357.682525448836,60357.682525448836,60260.0,60315.649999999994,60205.0,True,0
292,60336.666262724415,60348.8,60300.0,60330.05,60205.0,False,0
293,60333.35813136221,60360.0,60301.8,60336.100000000006,60205.0,False,0
294,60334.72906568111,60360.0,60254.0,60318.5,60205.0,True,0
295,60326.614532840555,60333.0,60300.0,60311.35,60205.0,False,0
296,60318.98226642028,60340.0,60312.4,60319.95,60205.0,False,0
297,60319.46613321014,60325.0,60300.0,60310.0,60205.0,False,0
298,60314.73306660507,60314.73306660507,60258.0,60283.25,60205.0,False,0
299,60298.991533302535,60299.2,60270.0,60285.850000000006,60205.0,False,0
300,60292.42076665127,60292.42076665127,60100.2,60218.3,60205.0,True,0
301,60255.360383325635,60270.0,60213.4,60245.9,60270.0,True,-1
302,60250.630191662814,60250.630191662814,60224.8,60236.90000000001,60270.0,True,0
303,60243.76509583141,60243.76509583141,60218.4,60225.7,60270.0,False,0
